date,Mon,Tue,Wed,Thr,Fri,Sat,Sun,SNOW,Precipitation,Holiday,yellow taxi,FHV,Total (FHV + yellow taxi)
3/31/2017,0,0,0,0,1,0,0,0,1.51,0,12746,8267,21013
4/1/2017,0,0,0,0,0,1,0,0,0,0,9978,5252,15230
4/2/2017,0,0,0,0,0,0,1,0,0,0,7871,2668,10539
4/3/2017,1,0,0,0,0,0,0,0,0.03,0,10062,4434,14496
4/4/2017,0,1,0,0,0,0,0,0,1.18,0,11754,5435,17189
4/5/2017,0,0,1,0,0,0,0,0,0,0,12318,5312,17630
4/6/2017,0,0,0,1,0,0,0,0,0.73,0,12724,6725,19449
4/7/2017,0,0,0,0,1,0,0,0,0,0,12433,6354,18787
4/8/2017,0,0,0,0,0,1,0,0,0,0,9889,5696,15585
4/9/2017,0,0,0,0,0,0,1,0,0,0,7933,4261,12194
4/10/2017,1,0,0,0,0,0,0,0,0,0,9121,4014,13135
4/11/2017,0,1,0,0,0,0,0,0,0,0,10578,4502,15080
4/12/2017,0,0,1,0,0,0,0,0,0.02,0,11157,5088,16245
4/13/2017,0,0,0,1,0,0,0,0,0,0,11662,5454,17116
4/14/2017,0,0,0,0,1,0,0,0,0,0,11091,5587,16678
4/15/2017,0,0,0,0,0,1,0,0,0,0,8377,4723,13100
4/16/2017,0,0,0,0,0,0,1,0,0,0,7558,3612,11170
4/17/2017,1,0,0,0,0,0,0,0,0,0,9207,4216,13423
4/18/2017,0,1,0,0,0,0,0,0,0,0,11141,4736,15877
4/19/2017,0,0,1,0,0,0,0,0,0,0,11736,5513,17249
4/20/2017,0,0,0,1,0,0,0,0,0.17,0,12488,5781,18269
4/21/2017,0,0,0,0,1,0,0,0,0.29,0,12190,6406,18596
4/22/2017,0,0,0,0,0,1,0,0,0.11,0,9452,5707,15159
4/23/2017,0,0,0,0,0,0,1,0,0,0,8108,4357,12465
4/24/2017,1,0,0,0,0,0,0,0,0,0,10510,4637,15147
4/25/2017,0,1,0,0,0,0,0,0,0.91,0,11669,6416,18085
4/26/2017,0,0,1,0,0,0,0,0,0.34,0,12087,5715,17802
4/27/2017,0,0,0,1,0,0,0,0,0,0,12108,5883,17991
4/28/2017,0,0,0,0,1,0,0,0,0,0,11814,6019,17833
4/29/2017,0,0,0,0,0,1,0,0,0.06,0,10449,5917,16366
4/30/2017,0,0,0,0,0,0,1,0,0,0,8110,4321,12431
5/1/2017,1,0,0,0,0,0,0,0,0,0,9965,4469,14434
5/2/2017,0,1,0,0,0,0,0,0,0,0,11078,5029,16107
5/3/2017,0,0,1,0,0,0,0,0,0,0,11355,5353,16708
5/4/2017,0,0,0,1,0,0,0,0,0,0,12652,5888,18540
5/5/2017,0,0,0,0,1,0,0,0,3.02,0,12206,7952,20158
5/6/2017,0,0,0,0,0,1,0,0,0.18,0,10303,6232,16535
5/7/2017,0,0,0,0,0,0,1,0,0.01,0,8137,4475,12612
5/8/2017,1,0,0,0,0,0,0,0,0,0,9723,4371,14094
5/9/2017,0,1,0,0,0,0,0,0,0,0,11078,4993,16071
5/10/2017,0,0,1,0,0,0,0,0,0,0,11568,5427,16995
5/11/2017,0,0,0,1,0,0,0,0,0,0,11672,5525,17197
5/12/2017,0,0,0,0,1,0,0,0,0,0,11330,5677,17007
5/13/2017,0,0,0,0,0,1,0,0,1.61,0,9360,6866,16226
5/14/2017,0,0,0,0,0,0,1,0,0.02,0,7187,3690,10877
5/15/2017,1,0,0,0,0,0,0,0,0,0,9759,4231,13990
5/16/2017,0,1,0,0,0,0,0,0,0,0,11200,5096,16296
5/17/2017,0,0,1,0,0,0,0,0,0,0,11649,5657,17306
5/18/2017,0,0,0,1,0,0,0,0,0,0,11425,6400,17825
5/19/2017,0,0,0,0,1,0,0,0,0,0,11722,6408,18130
5/20/2017,0,0,0,0,0,1,0,0,0.01,0,9939,5656,15595
5/21/2017,0,0,0,0,0,0,1,0,0,0,8174,4072,12246
5/22/2017,1,0,0,0,0,0,0,0,0.59,0,10273,5527,15800
5/23/2017,0,1,0,0,0,0,0,0,0,0,11112,5025,16137
5/24/2017,0,0,1,0,0,0,0,0,0.04,0,11449,5477,16926
5/25/2017,0,0,0,1,0,0,0,0,0.58,0,11714,6783,18497
5/26/2017,0,0,0,0,1,0,0,0,0.1,0,9661,5126,14787
5/27/2017,0,0,0,0,0,1,0,0,0,0,6848,3947,10795
5/28/2017,0,0,0,0,0,0,1,0,0,0,6052,3665,9717
5/29/2017,1,0,0,0,0,0,0,0,0.13,1,5740,3299,9039
5/30/2017,0,1,0,0,0,0,0,0,0.06,0,9725,4647,14372
5/31/2017,0,0,1,0,0,0,0,0,0.03,0,10875,5157,16032
6/1/2017,0,0,0,1,0,0,0,0,0,0,11815,4404,16219
6/2/2017,0,0,0,0,1,0,0,0,0.01,0,11735,5056,16791
6/3/2017,0,0,0,0,0,1,0,0,0.01,0,9907,5029,14936
6/4/2017,0,0,0,0,0,0,1,0,0.09,0,8303,4099,12402
6/5/2017,1,0,0,0,0,0,0,0,0.02,0,9867,4547,14414
6/6/2017,0,1,0,0,0,0,0,0,0.06,0,11514,5413,16927
6/7/2017,0,0,1,0,0,0,0,0,0,0,11579,5295,16874
6/8/2017,0,0,0,1,0,0,0,0,0,0,12128,5971,18099
6/9/2017,0,0,0,0,1,0,0,0,0,0,11352,5918,17270
6/10/2017,0,0,0,0,0,1,0,0,0,0,9272,5525,14797
6/11/2017,0,0,0,0,0,0,1,0,0,0,7376,4198,11574
6/12/2017,1,0,0,0,0,0,0,0,0,0,10438,4772,15210
6/13/2017,0,1,0,0,0,0,0,0,0,0,11485,5558,17043
6/14/2017,0,0,1,0,0,0,0,0,0.29,0,12198,5786,17984
6/15/2017,0,0,0,1,0,0,0,0,0,0,12519,5856,18375
6/16/2017,0,0,0,0,1,0,0,0,0,0,11547,6060,17607
6/17/2017,0,0,0,0,0,1,0,0,1.39,0,8555,5461,14016
6/18/2017,0,0,0,0,0,0,1,0,0,0,7341,3769,11110
6/19/2017,1,0,0,0,0,0,0,0,1.35,0,10242,5353,15595
6/20/2017,0,1,0,0,0,0,0,0,0.03,0,10893,4959,15852
6/21/2017,0,0,1,0,0,0,0,0,0,0,11585,5424,17009
6/22/2017,0,0,0,1,0,0,0,0,0,0,11832,5476,17308
6/23/2017,0,0,0,0,1,0,0,0,0.04,0,11510,6319,17829
6/24/2017,0,0,0,0,0,1,0,0,1.29,0,9171,5919,15090
6/25/2017,0,0,0,0,0,0,1,0,0,0,7323,3952,11275
6/26/2017,1,0,0,0,0,0,0,0,0,0,10074,4338,14412
6/27/2017,0,1,0,0,0,0,0,0,0.18,0,10905,5103,16008
6/28/2017,0,0,1,0,0,0,0,0,0,0,11392,5250,16642
6/29/2017,0,0,0,1,0,0,0,0,0,0,11277,5520,16797
6/30/2017,0,0,0,0,1,0,0,0,0,0,10214,5488,15702
7/1/2017,0,0,0,0,0,1,0,0,0.23,0,6329,4152,10481
7/2/2017,0,0,0,0,0,0,1,0,0,0,5078,3212,8290
7/3/2017,1,0,0,0,0,0,0,0,0.45,0,5971,3295,9266
7/4/2017,0,1,0,0,0,0,0,0,0,1,6121,3223,9344
7/5/2017,0,0,1,0,0,0,0,0,0,0,8899,4105,13004
7/6/2017,0,0,0,1,0,0,0,0,0,0,10241,4667,14908
7/7/2017,0,0,0,0,1,0,0,0,1.78,0,10478,6361,16839
7/8/2017,0,0,0,0,0,1,0,0,0,0,7706,5191,12897
7/9/2017,0,0,0,0,0,0,1,0,0,0,7008,4081,11089
7/10/2017,1,0,0,0,0,0,0,0,0,0,9590,4681,14271
7/11/2017,0,1,0,0,0,0,0,0,0,0,10927,5496,16423
7/12/2017,0,0,1,0,0,0,0,0,0,0,11731,6183,17914
7/13/2017,0,0,0,1,0,0,0,0,0,0,12020,6913,18933
7/14/2017,0,0,0,0,1,0,0,0,0.35,0,10991,6767,17758
7/15/2017,0,0,0,0,0,1,0,0,0,0,8037,5619,13656
7/16/2017,0,0,0,0,0,0,1,0,0,0,7359,4528,11887
7/17/2017,1,0,0,0,0,0,0,0,0,0,10236,4804,15040
7/18/2017,0,1,0,0,0,0,0,0,0,0,11262,5571,16833
7/19/2017,0,0,1,0,0,0,0,0,0,0,12061,6339,18400
7/20/2017,0,0,0,1,0,0,0,0,0.01,0,12189,6714,18903
7/21/2017,0,0,0,0,1,0,0,0,0,0,10918,6739,17657
7/22/2017,0,0,0,0,0,1,0,0,0.57,0,8494,5919,14413
7/23/2017,0,0,0,0,0,0,1,0,0.06,0,7609,5079,12688
7/24/2017,1,0,0,0,0,0,0,0,0.74,0,9794,5406,15200
7/25/2017,0,1,0,0,0,0,0,0,0,0,10517,5334,15851
7/26/2017,0,0,1,0,0,0,0,0,0,0,11099,5726,16825
7/27/2017,0,0,0,1,0,0,0,0,0,0,11605,6347,17952
7/28/2017,0,0,0,0,1,0,0,0,0,0,10959,6557,17516
7/29/2017,0,0,0,0,0,1,0,0,0,0,8490,5923,14413
7/30/2017,0,0,0,0,0,0,1,0,0,0,7528,4643,12171
7/31/2017,1,0,0,0,0,0,0,0,0,0,9645,4942,14587
8/1/2017,0,1,0,0,0,0,0,0,0,0,10589,5240,15829
8/2/2017,0,0,1,0,0,0,0,0,0.09,0,11314,6120,17434
8/3/2017,0,0,0,1,0,0,0,0,0,0,11605,6438,18043
8/4/2017,0,0,0,0,1,0,0,0,0.15,0,10768,6457,17225
8/5/2017,0,0,0,0,0,1,0,0,0.3,0,7489,5243,12732
8/6/2017,0,0,0,0,0,0,1,0,0,0,7281,4284,11565
8/7/2017,1,0,0,0,0,0,0,0,0.76,0,9957,5859,15816
8/8/2017,0,1,0,0,0,0,0,0,0,0,10311,5226,15537
8/9/2017,0,0,1,0,0,0,0,0,0,0,11016,5731,16747
8/10/2017,0,0,0,1,0,0,0,0,0,0,11486,6114,17600
8/11/2017,0,0,0,0,1,0,0,0,0,0,10255,6143,16398
8/12/2017,0,0,0,0,0,1,0,0,0.11,0,7029,4985,12014
8/13/2017,0,0,0,0,0,0,1,0,0,0,6959,4305,11264
8/14/2017,1,0,0,0,0,0,0,0,0,0,8844,4687,13531
8/15/2017,0,1,0,0,0,0,0,0,0.45,0,10068,5651,15719
8/16/2017,0,0,1,0,0,0,0,0,0,0,10789,5841,16630
8/17/2017,0,0,0,1,0,0,0,0,0,0,10918,6103,17021
8/18/2017,0,0,0,0,1,0,0,0,0.88,0,10302,6866,17168
8/19/2017,0,0,0,0,0,1,0,0,0,0,7085,5037,12122
8/20/2017,0,0,0,0,0,0,1,0,0,0,7008,4270,11278
8/21/2017,1,0,0,0,0,0,0,0,0,0,8952,4840,13792
8/22/2017,0,1,0,0,0,0,0,0,0.3,0,10344,5607,15951
8/23/2017,0,0,1,0,0,0,0,0,0,0,10035,5665,15700
8/24/2017,0,0,0,1,0,0,0,0,0,0,10414,6027,16441
8/25/2017,0,0,0,0,1,0,0,0,0,0,9580,5999,15579
8/26/2017,0,0,0,0,0,1,0,0,0,0,7167,5300,12467
8/27/2017,0,0,0,0,0,0,1,0,0,0,6900,4405,11305
8/28/2017,1,0,0,0,0,0,0,0,0,0,8233,4451,12684
8/29/2017,0,1,0,0,0,0,0,0,0.29,0,10430,5790,16220
8/30/2017,0,0,1,0,0,0,0,0,0.01,0,9845,5281,15126
8/31/2017,0,0,0,1,0,0,0,0,0,0,9881,5782,15663
9/1/2017,0,0,0,0,1,0,0,0,0,0,8552,5413,13965
9/2/2017,0,0,0,0,0,1,0,0,0.53,0,6680,5121,11801
9/3/2017,0,0,0,0,0,0,1,0,0.74,0,5560,4230,9790
9/4/2017,1,0,0,0,0,0,0,0,0,1,5972,3542,9514
9/5/2017,0,1,0,0,0,0,0,0,0,0,9740,5107,14847
9/6/2017,0,0,1,0,0,0,0,0,0.42,0,11302,6368,17670
9/7/2017,0,0,0,1,0,0,0,0,0.01,0,11658,6624,18282
9/8/2017,0,0,0,0,1,0,0,0,0,0,11217,7062,18279
9/9/2017,0,0,0,0,0,1,0,0,0,0,8912,6458,15370
9/10/2017,0,0,0,0,0,0,1,0,0,0,7766,5186,12952
9/11/2017,1,0,0,0,0,0,0,0,0,0,9877,5209,15086
9/12/2017,0,1,0,0,0,0,0,0,0,0,10973,5906,16879
9/13/2017,0,0,1,0,0,0,0,0,0.06,0,11256,6232,17488
9/14/2017,0,0,0,1,0,0,0,0,0.02,0,11797,6898,18695
9/15/2017,0,0,0,0,1,0,0,0,0,0,11262,6808,18070
9/16/2017,0,0,0,0,0,1,0,0,0,0,9408,6449,15857
9/17/2017,0,0,0,0,0,0,1,0,0,0,7943,4693,12636
9/18/2017,1,0,0,0,0,0,0,0,0,0,7654,4139,11793
9/19/2017,0,1,0,0,0,0,0,0,0.22,0,8042,4731,12773
9/20/2017,0,0,1,0,0,0,0,0,0,0,8808,4935,13743
9/21/2017,0,0,0,1,0,0,0,0,0,0,8900,4960,13860
9/22/2017,0,0,0,0,1,0,0,0,0,0,9810,5845,15655
9/23/2017,0,0,0,0,0,1,0,0,0,0,9040,6202,15242
9/24/2017,0,0,0,0,0,0,1,0,0,0,7773,4813,12586
9/25/2017,1,0,0,0,0,0,0,0,0,0,9742,4881,14623
9/26/2017,0,1,0,0,0,0,0,0,0,0,9884,5057,14941
9/27/2017,0,0,1,0,0,0,0,0,0,0,11654,6091,17745
9/28/2017,0,0,0,1,0,0,0,0,0,0,11527,6212,17739
9/29/2017,0,0,0,0,1,0,0,0,0,0,10660,6376,17036
9/30/2017,0,0,0,0,0,1,0,0,0,0,8662,5777,14439
10/1/2017,0,0,0,0,0,0,1,0,0,0,6921,4375,11296
10/2/2017,1,0,0,0,0,0,0,0,0,0,9039,4692,13731
10/3/2017,0,1,0,0,0,0,0,0,0,0,10226,5264,15490
10/4/2017,0,0,1,0,0,0,0,0,0,0,10569,5698,16267
10/5/2017,0,0,0,1,0,0,0,0,0,0,11722,6328,18050
10/6/2017,0,0,0,0,1,0,0,0,0,0,11017,6750,17767
10/7/2017,0,0,0,0,0,1,0,0,0,0,9374,6746,16120
10/8/2017,0,0,0,0,0,0,1,0,0.22,0,7458,5414,12872
10/9/2017,1,0,0,0,0,0,0,0,0.26,0,8757,5489,14246
10/10/2017,0,1,0,0,0,0,0,0,0,0,10639,5700,16339
10/11/2017,0,0,1,0,0,0,0,0,0.06,0,11028,5920,16948
10/12/2017,0,0,0,1,0,0,0,0,0.07,0,11921,6678,18599
10/13/2017,0,0,0,0,1,0,0,0,0,0,11173,6895,18068
10/14/2017,0,0,0,0,0,1,0,0,0.08,0,9650,6698,16348
10/15/2017,0,0,0,0,0,0,1,0,0,0,7831,5162,12993
10/16/2017,1,0,0,0,0,0,0,0,0.01,0,10128,5312,15440
10/17/2017,0,1,0,0,0,0,0,0,0,0,10868,5638,16506
10/18/2017,0,0,1,0,0,0,0,0,0,0,10973,5861,16834
10/19/2017,0,0,0,1,0,0,0,0,0,0,11312,6289,17601
10/20/2017,0,0,0,0,1,0,0,0,0,0,10852,6812,17664
10/21/2017,0,0,0,0,0,1,0,0,0,0,9080,6493,15573
10/22/2017,0,0,0,0,0,0,1,0,0,0,7530,4919,12449
10/23/2017,1,0,0,0,0,0,0,0,0,0,9490,5045,14535
10/24/2017,0,1,0,0,0,0,0,0,0.2,0,10933,6185,17118
10/25/2017,0,0,1,0,0,0,0,0,0,0,11260,5935,17195
10/26/2017,0,0,0,1,0,0,0,0,0,0,11682,6817,18499
10/27/2017,0,0,0,0,1,0,0,0,0,0,10966,7308,18274
10/28/2017,0,0,0,0,0,1,0,0,0,0,10272,7868,18140
10/29/2017,0,0,0,0,0,0,1,0,3.03,0,8776,7324,16100
10/30/2017,1,0,0,0,0,0,0,0,0.25,0,9688,5242,14930
10/31/2017,0,1,0,0,0,0,0,0,0,0,9457,5116,14573
11/1/2017,0,0,1,0,0,0,0,0,0,0,11152,5738,16890
11/2/2017,0,0,0,1,0,0,0,0,0,0,11085,6290,17375
11/3/2017,0,0,0,0,1,0,0,0,0,0,10942,6868,17810
11/4/2017,0,0,0,0,0,1,0,0,0,0,9514,7051,16565
11/5/2017,0,0,0,0,0,0,1,0,0.02,0,8093,5193,13286
11/6/2017,1,0,0,0,0,0,0,0,0.01,0,9458,5249,14707
11/7/2017,0,1,0,0,0,0,0,0,0.7,0,10430,6728,17158
11/8/2017,0,0,1,0,0,0,0,0,0,0,11091,6344,17435
11/9/2017,0,0,0,1,0,0,0,0,0,0,11281,6706,17987
11/10/2017,0,0,0,0,1,0,0,0,0.01,0,11267,8079,19346
11/11/2017,0,0,0,0,0,1,0,0,0,0,9002,7147,16149
11/12/2017,0,0,0,0,0,0,1,0,0,0,7629,5548,13177
11/13/2017,1,0,0,0,0,0,0,0,0.07,0,9751,5701,15452
11/14/2017,0,1,0,0,0,0,0,0,0,0,10654,5968,16622
11/15/2017,0,0,1,0,0,0,0,0,0,0,11248,6257,17505
11/16/2017,0,0,0,1,0,0,0,0,0.2,0,11666,6892,18558
11/17/2017,0,0,0,0,1,0,0,0,0,0,11256,7471,18727
11/18/2017,0,0,0,0,0,1,0,0,0.1,0,9896,7907,17803
11/19/2017,0,0,0,0,0,0,1,0,0.23,0,7892,5719,13611
11/20/2017,1,0,0,0,0,0,0,0,0,0,9622,5550,15172
11/21/2017,0,1,0,0,0,0,0,0,0,0,10045,5770,15815
11/22/2017,0,0,1,0,0,0,0,0,0.21,0,9112,5961,15073
11/23/2017,0,0,0,1,0,0,0,0,0,1,5446,3433,8879
11/24/2017,0,0,0,0,1,0,0,0,0,0,5702,3695,9397
11/25/2017,0,0,0,0,0,1,0,0,0,0,6706,4619,11325
11/26/2017,0,0,0,0,0,0,1,0,0,0,6443,4382,10825
11/27/2017,1,0,0,0,0,0,0,0,0,0,8746,4984,13730
11/28/2017,0,1,0,0,0,0,0,0,0,0,10024,5504,15528
11/29/2017,0,0,1,0,0,0,0,0,0,0,10349,5849,16198
11/30/2017,0,0,0,1,0,0,0,0,0.03,0,11687,6803,18490
12/1/2017,0,0,0,0,1,0,0,0,0,0,11391,7291,18682
12/2/2017,0,0,0,0,0,1,0,0,0,0,9587,7220,16807
12/3/2017,0,0,0,0,0,0,1,0,0,0,7904,5561,13465
12/4/2017,1,0,0,0,0,0,0,0,0,0,10177,5742,15919
12/5/2017,0,1,0,0,0,0,0,0,0.75,0,11091,6708,17799
12/6/2017,0,0,1,0,0,0,0,0,0,0,11626,6702,18328
12/7/2017,0,0,0,1,0,0,0,0,0,0,12216,7574,19790
12/8/2017,0,0,0,0,1,0,0,0,0,0,11435,8021,19456
12/9/2017,0,0,0,0,0,1,0,4.6,0.46,0,11379,10337,21716
12/10/2017,0,0,0,0,0,0,1,0,0,0,7752,5930,13682
12/11/2017,1,0,0,0,0,0,0,0,0,0,10045,5923,15968
12/12/2017,0,1,0,0,0,0,0,0,0,0,10671,6601,17272
12/13/2017,0,0,1,0,0,0,0,0,0,0,11844,7405,19249
12/14/2017,0,0,0,1,0,0,0,1.2,0.09,0,11677,7731,19408
12/15/2017,0,0,0,0,1,0,0,1.2,0.11,0,11061,8330,19391
12/16/2017,0,0,0,0,0,1,0,0,0,0,9804,7817,17621
12/17/2017,0,0,0,0,0,0,1,0,0,0,8109,5936,14045
12/18/2017,1,0,0,0,0,0,0,0,0.02,0,9538,5630,15168
12/19/2017,0,1,0,0,0,0,0,0,0,0,10655,6155,16810
12/20/2017,0,0,1,0,0,0,0,0,0,0,11214,6557,17771
12/21/2017,0,0,0,1,0,0,0,0,0,0,11336,6866,18202
12/22/2017,0,0,0,0,1,0,0,0,0,0,9541,6254,15795
12/23/2017,0,0,0,0,0,1,0,0,0.49,0,6743,5083,11826
12/24/2017,0,0,0,0,0,0,1,0,0.01,0,4836,3351,8187
12/25/2017,1,0,0,0,0,0,0,0,0.23,1,3576,2390,5966
12/26/2017,0,1,0,0,0,0,0,0,0,0,6544,4016,10560
12/27/2017,0,0,1,0,0,0,0,0,0,0,7855,5076,12931
12/28/2017,0,0,0,1,0,0,0,0,0,0,8341,6181,14522
12/29/2017,0,0,0,0,1,0,0,0,0,0,8138,6452,14590
12/30/2017,0,0,0,0,0,1,0,0.7,0.05,0,6589,5699,12288
12/31/2017,0,0,0,0,0,0,1,0,0,0,6728,7054,13782
